炉号,钢号,转炉终点温度,转炉终点C,转炉终点Mn,转炉终点S,转炉终点P,转炉终点Si,钢水净重,连铸正样C,连铸正样Mn,连铸正样S,连铸正样P,连铸正样Si,连铸正样Ceq_val,连铸正样Cr,连铸正样Ni_val,连铸正样Cu_val,连铸正样V_val,连铸正样Alt_val,连铸正样Als_val,连铸正样Mo_val,氮化钒铁FeV55N11-A,低铝硅铁,钒氮合金(进口),钒铁(FeV50-A),钒铁(FeV50-B),硅铝钙,硅铝合金FeAl30Si25,硅铝锰合金球,硅锰面（硅锰渣）,硅铁(合格块),硅铁FeSi75-B,石油焦增碳剂,锰硅合金FeMn64Si27(合格块),锰硅合金FeMn68Si18(合格块),碳化硅(55%),硅钙碳脱氧剂
7A06571             ,HRB400D    ,1655,0.00054,,0.00035,,0.003,73100,0.0023,0.0131,0.00033,0.00023,0.004,0.46,0.0023,0.006,0.015,0.031,0.0045,0.0023,0.0001,0,0,9,0,28,50,0,0,200,0,0,85,0,1300,132,0
7A06570             ,HRB400D    ,1648,0.00068,,0.00033,,0.002,71950,0.0024,0.0134,0.00034,0.00023,0.004,0.475,0.0022,0.005,0.012,0.031,0.0053,0.003,0,0,0,9,0,28,25,0,0,200,0,0,68,0,1500,132,0
7A06569             ,HRB400D    ,1655,0.00049,,0.0003,,0.002,73400,0.0023,0.0132,0.00032,0.00021,0.0036,0.461,0.0021,0.005,0.013,0.031,0.0044,0.0022,0.0008,0,0,9,0,28,50,0,0,200,0,0,80,0,1300,132,0
7A06568             ,HRB400D    ,1653,0.00068,,0.00035,,0.002,72000,0.0024,0.0133,0.00033,0.00022,0.0038,0.474,0.0024,0.005,0.014,0.03,0.0042,0.002,0.0002,0,0,9,0,28,25,0,0,200,0,0,68,0,1320,132,0
7A06567             ,HRB400D    ,1634,0.00065,,0.00039,,0.003,63600,0.0024,0.0135,0.00035,0.00024,0.0037,0.475,0.0017,0.003,0.01,0.03,0.0043,0.0021,0.0001,0,0,9,0,28,25,0,0,200,0,0,85,0,1300,132,0
7A06566             ,HRB400D    ,1638,0.00051,,0.00039,,0.003,73500,0.0024,0.0131,0.00038,0.00025,0.0038,0.47,0.0022,0.005,0.014,0.03,0.0038,0.0016,0.0006,0,0,9,0,28,50,0,0,200,0,0,85,0,1320,132,0
7A06565             ,HRB400D    ,1663,0.00058,,0.00038,,0.003,74800,0.0023,0.0136,0.00034,0.0003,0.0038,0.469,0.0026,0.006,0.015,0.03,0.0036,0.0014,0.0002,0,0,9,0,28,50,0,0,200,0,0,80,0,1320,132,0
7A06564             ,HRB400D    ,1648,0.00065,,0.00033,,0.003,68050,0.0023,0.0134,0.00033,0.0003,0.0036,0.467,0.0028,0.006,0.017,0.031,0.3195,0.2565,0.0007,0,0,9,0,28,25,0,0,200,0,0,68,0,1300,132,0
7A06563             ,HRB400D    ,1656,0.00058,,0.00031,,0.003,64300,0.0024,0.0132,0.00035,0.00019,0.0038,0.471,0.0021,0.005,0.014,0.03,0.0049,0.0026,0.0001,0,0,0,0,28,50,0,0,200,0,0,75,0,1300,132,0
7A06562             ,HRB400D    ,1655,0.0003,,0.00029,,0.003,73750,0.0023,0.0134,0.00033,0.00031,0.0037,0.465,0.0023,0.005,0.014,0.031,0.0047,0.0025,0.0002,0,0,9,0,28,50,0,0,200,0,0,102,0,1320,132,0
7A06561             ,HRB400D    ,1653,0.00047,,0.00032,,0.003,74600,0.0024,0.0138,0.00031,0.00032,0.004,0.483,0.0026,0.005,0.015,0.03,0.0043,0.0021,0.0008,0,0,9,0,28,50,0,0,200,0,0,90,0,1350,132,0
7A06560             ,HRB400D    ,1639,0.00076,,0.00039,,0.003,68650,0.0023,0.0133,0.00033,0.0003,0.0038,0.465,0.0029,0.005,0.017,0.031,0.0044,0.0022,0.0007,0,0,9,0,28,25,0,0,200,0,0,60,0,1300,132,0
7A06559             ,HRB400D    ,1634,0.00045,,0.00033,,0.003,72900,0.0023,0.0136,0.00033,0.00028,0.004,0.47,0.0027,0.005,0.014,0.03,0.0032,0.001,0.0006,0,0,9,0,30,50,0,0,200,0,0,95,0,1340,132,0
7A06558             ,HRB400D    ,1695,0.00027,,0.00028,,0.003,75500,0.0023,0.0137,0.00029,0.00028,0.0038,0.47,0.0021,0.005,0.014,0.031,0.0038,0.0016,0.0005,0,0,10,0,26,50,0,0,200,0,0,110,0,1330,88,0
7A06557             ,HRB400D    ,1677,0.00084,,0.00035,,0.003,71100,0.0024,0.0134,0.00029,0.00018,0.0038,0.475,0.002,0.006,0.013,0.032,0.0045,0.0022,0.0001,0,0,10,0,32,0,0,0,0,0,0,68,0,1458,88,20
7A06556             ,HRB400D    ,1715,0.00063,,0.00034,,0.003,70600,0.0024,0.0135,0.00032,0.00027,0.0039,0.477,0.0022,0.006,0.014,0.032,0.0044,0.0021,0,0,0,10,0,32,25,0,0,0,0,0,85,0,1498,88,0
7A06555             ,HRB400D    ,1703,0.00038,,0.00029,,0.003,74850,0.0023,0.0133,0.00029,0.00029,0.0036,0.464,0.002,0.006,0.016,0.032,0.0043,0.0021,0,0,0,27,0,0,75,0,0,0,0,0,102,0,2975,88,0
7A06554             ,HRB400B    ,1656,0.00062,,0.00036,,0.003,70350,0.0024,0.0128,0.00028,0.00017,0.0035,0.464,0.0022,0.006,0.013,0.035,0.0042,0.0019,0.0001,0,0,0,0,48,25,0,0,0,0,0,85,0,1490,88,0
7A06553             ,HRB400B    ,1667,0.00036,,0.00026,,0.003,72900,0.0023,0.0131,0.00028,0.0002,0.0035,0.461,0.0019,0.006,0.015,0.036,0.0042,0.0019,0,0,0,32,0,0,50,0,0,0,0,0,85,0,1583,88,0
7A06552             ,HRB400B    ,1680,0.00099,,0.00028,,0.003,73700,0.0024,0.013,0.00028,0.00021,0.0036,0.469,0.0019,0.006,0.014,0.036,0.0084,0.006,0.0012,0,0,0,0,48,0,0,0,0,0,0,51,0,1472,88,20
7A06551             ,HRB400B    ,1679,0.00042,,0.00032,,0.002,73000,0.0024,0.0131,0.00033,0.00033,0.0034,0.472,0.0023,0.005,0.013,0.036,0.0083,0.0059,0.0011,0,0,0,0,49,50,0,0,0,0,0,85,0,1500,88,0
7A06550             ,HRB400B    ,1679,0.0007,,0.00033,,0.002,74600,0.0023,0.013,0.00033,0.0003,0.0035,0.461,0.0029,0.006,0.015,0.035,0.0041,0.0019,0.0012,0,0,0,0,49,25,0,0,0,0,0,68,0,1530,88,0
7A06549             ,HRB400B    ,1664,0.00069,,0.00035,,0.002,74000,0.0023,0.013,0.00032,0.00019,0.0036,0.461,0.0029,0.007,0.018,0.035,0.005,0.0027,0,0,0,0,0,48,25,0,0,0,0,0,68,0,1506,88,0
7A06548             ,HRB400B    ,1669,0.00081,,0.00021,,0.002,74200,0.0024,0.0131,0.00032,0.00031,0.0034,0.471,0.0025,0.006,0.014,0.034,0.0046,0.0023,0,0,0,0,0,48,0,0,0,0,0,0,68,0,1526,88,20
7A06547             ,HRB400B    ,1656,0.00067,,0.00036,,0.002,74050,0.0023,0.0129,0.00036,0.00025,0.0036,0.458,0.0026,0.006,0.016,0.035,0.0044,0.0022,0.0001,0,0,0,0,49,25,0,0,0,0,0,85,0,1490,88,0
7A06546             ,HRB400B    ,1677,0.00033,,0.00028,,0.002,74300,0.0024,0.013,0.00029,0.0002,0.0033,0.469,0.0021,0.008,0.017,0.032,0.0036,0.0014,0.0006,0,0,4,0,39,0,0,0,0,0,0,68,0,1490,88,20
7A06545             ,HRB400B    ,1666,0.00062,,0.0003,,0.002,72300,0.0024,0.0135,0.00032,0.0003,0.0036,0.479,0.0031,0.007,0.017,0.032,0.0053,0.003,0.0008,0,0,5,0,42,25,0,0,0,0,0,68,0,1593,88,0
7A06544             ,HRB400B    ,1683,0.00049,,0.00031,,0.002,76550,0.0024,0.0132,0.0003,0.00021,0.0034,0.472,0.0024,0.006,0.014,0.032,0.0038,0.0016,0,0,0,4,0,38,25,0,0,0,0,0,85,0,1470,88,0
7A06543             ,HRB400B    ,1672,0.00043,,0.00032,,0.003,75400,0.0024,0.0136,0.00037,0.00034,0.0039,0.479,0.0023,0.006,0.015,0.032,0.005,0.0027,0,0,0,0,0,47,50,0,0,0,0,0,85,0,1450,132,0
7A06542             ,HRB400B    ,1671,0.00066,,0.00033,,0.002,72550,0.0023,0.0131,0.00033,0.00036,0.0037,0.462,0.0025,0.007,0.017,0.033,0.0048,0.0026,0,0,0,0,0,47,25,0,0,0,0,0,68,0,1450,132,0
7A06541             ,HRB400B    ,1671,0.00069,,0.0003,,0.002,72650,0.0024,0.013,0.00033,0.00031,0.0036,0.47,0.0026,0.007,0.016,0.032,0.0041,0.0018,0,0,0,0,0,48,0,0,0,0,0,0,58,0,1450,132,20
7A06540             ,HRB400B    ,1666,0.00091,,0.00027,,0.002,72700,0.0024,0.013,0.00036,0.00021,0.0037,0.47,0.0023,0.008,0.018,0.034,0.0045,0.0023,0.0002,0,0,0,0,48,25,0,0,0,0,0,51,0,1450,132,0
7A06539             ,HRB400B    ,1661,0.001,,0.00022,,0.002,71600,0.0024,0.0137,0.00034,0.00024,0.0042,0.482,0.0025,0.008,0.016,0.032,0.0044,0.0021,0,0,0,31,0,0,0,50,0,0,0,20,51,0,1500,132,0
7A06538             ,HRB400B    ,1677,0.00035,,0.00034,,0.002,74800,0.0024,0.0134,0.00038,0.00027,0.004,0.477,0.0027,0.009,0.019,0.033,0.0045,0.0022,0,0,0,30,0,0,0,75,0,0,0,20,90,0,1450,132,0
7A06537             ,HRB400B    ,1662,0.00044,,0.00037,,0.002,74650,0.0023,0.0136,0.00039,0.00022,0.0044,0.469,0.0024,0.007,0.016,0.031,0.0038,0.0016,0.0003,0,0,30,0,0,0,75,0,0,0,20,85,0,1500,0,0
7A06536             ,HRB400B    ,1691,0.00073,,0.00034,,0.002,64200,0.0024,0.0138,0.00036,0.00027,0.0041,0.482,0.0023,0.006,0.013,0.032,0.0045,0.0023,0,0,0,30,0,0,0,50,0,0,0,0,60,0,1450,132,0
7A06535             ,HRB400B    ,1682,0.00101,,0.00027,,0.002,72300,0.0025,0.0139,0.00036,0.00021,0.0043,0.494,0.0022,0.007,0.019,0.033,0.0056,0.0034,0.0001,0,0,30,0,0,0,25,0,0,0,0,44,0,1470,132,0
7A06534             ,HRB400B    ,1681,0.00058,,0.00035,,0.002,70250,0.0024,0.0135,0.00036,0.00027,0.0039,0.479,0.0026,0.007,0.018,0.034,0.0039,0.0017,0.0002,0,0,31,0,0,50,0,0,0,0,0,75,0,1480,132,0
7A06533             ,HRB400B    ,1679,0.00052,,0.00042,,0.002,73150,0.0023,0.013,0.0004,0.00029,0.0037,0.459,0.0022,0.006,0.014,0.033,0.0044,0.0021,0.0005,0,0,32,0,0,50,0,0,0,0,0,78,0,1500,132,0
7A06532             ,HRB400B    ,1677,0.00032,,0.00031,,0.002,75200,0.0024,0.0129,0.00032,0.00022,0.0035,0.467,0.0017,0.005,0.011,0.034,0.0036,0.0014,0.0002,0,0,0,0,49,50,0,0,0,0,0,95,0,1540,132,0
7A06531             ,HRB400B    ,1668,0.00022,,0.00029,,0.002,76250,0.0023,0.0131,0.00035,0.0003,0.0035,0.46,0.0019,0.007,0.015,0.033,0.0043,0.0021,0,0,0,0,0,49,50,0,0,0,0,0,92,0,1540,132,0
7A06530             ,HRB400B    ,1725,0.00036,,0.00027,,0.002,73450,0.0023,0.0135,0.00031,0.00028,0.0038,0.468,0.0022,0.006,0.013,0.034,0.0056,0.0035,0.0025,0,0,31,0,0,75,0,0,0,0,0,90,0,1540,132,0
7A06529             ,HRB400B    ,1668,0.00054,,0.00036,,0.003,74550,0.0023,0.0134,0.00037,0.00025,0.0037,0.469,0.0028,0.008,0.017,0.036,0.0063,0.0039,0.0035,0,0,11,0,31,50,0,0,0,0,0,70,0,1490,132,0
7A06528             ,HRB400B    ,1683,0.00063,,0.00033,,0.002,72350,0.0022,0.0131,0.00035,0.0003,0.0032,0.453,0.0031,0.002,0.016,0.033,0.0057,0.0035,0.0053,0,0,10,0,29,50,0,0,0,0,0,80,0,1400,88,0
7A06527             ,HRB400B    ,1674,0.00033,,0.00034,,0.002,71050,0.0022,0.0139,0.00031,0.00032,0.0032,0.466,0.0027,0.007,0.016,0.034,0.006,0.0037,0.0048,0,0,10,0,30,50,0,0,0,0,0,98,0,1500,88,0
7A06526             ,HRB400B    ,1644,0.00065,,0.00026,,0.002,72950,0.0023,0.0136,0.00028,0.00024,0.0038,0.472,0.0027,0.008,0.015,0.035,0.0063,0.0039,0.0058,0,0,11,0,29,50,0,0,0,0,0,75,0,1410,88,0
7A06525             ,HRB400B    ,1654,0.00065,,0.00032,,0.002,69300,0.0023,0.0135,0.00029,0.00027,0.0037,0.469,0.0024,0.008,0.015,0.033,0.0072,0.0045,0.0042,0,0,11,0,29,50,0,0,0,0,0,93,0,1480,88,0
7A06524             ,HRB400B    ,1629,0.0007,,0.00031,,0.002,71350,0.0023,0.0135,0.00036,0.0003,0.0038,0.471,0.0031,0.009,0.016,0.035,0.0066,0.0041,0.0068,0,0,11,0,31,25,0,0,0,0,0,75,0,1440,88,0
7A06523             ,HRB400B    ,1672,0.00061,,0.00036,,0.003,67700,0.0022,0.0137,0.00038,0.00029,0.0036,0.465,0.0032,0.01,0.015,0.035,0.0063,0.0039,0.0074,0,0,11,0,33,25,0,0,0,0,0,93,0,1560,88,0
7A06522             ,HRB400B    ,1800,0.00067,,0.00033,,0.003,76050,0.0023,0.0129,0.00034,0.00025,0.0034,0.461,0.0026,0.01,0.016,0.036,0.0068,0.0042,0.0073,0,0,12,0,34,25,0,0,0,0,0,85,0,1580,88,0
7A06521             ,HRB400B    ,1662,0.00053,,0.00028,,0.003,77000,0.0023,0.0135,0.00031,0.0002,0.0036,0.471,0.0023,0.01,0.016,0.037,0.0068,0.0042,0.0074,0,0,11,0,32,50,0,0,0,0,0,85,0,1490,88,0
7A06520             ,HRB400B    ,1688,0.00061,,0.00022,,0.003,70800,0.0023,0.0136,0.00029,0.00026,0.0038,0.472,0.0028,0.009,0.016,0.035,0.006,0.0037,0.0049,0,0,11,0,32,50,0,0,0,0,0,75,0,1520,132,0
7A06519             ,HRB400B    ,1662,0.00065,,0.00029,,0.002,73850,0.0023,0.0137,0.00029,0.00025,0.0039,0.475,0.003,0.009,0.017,0.036,0.006,0.0038,0.0061,0,0,11,0,30,25,0,0,0,0,0,75,0,1500,132,0
7A06518             ,HRB400B    ,1647,0.00051,,0.00027,,0.002,72300,0.0024,0.0134,0.00033,0.00031,0.0038,0.479,0.0032,0.01,0.018,0.037,0.0066,0.0041,0.0054,0,0,11,0,32,50,0,0,0,0,0,85,0,1520,132,0
7A06517             ,HRB400B    ,1667,0.0005,,0.00033,,0.002,71900,0.0022,0.0131,0.00035,0.00026,0.0036,0.454,0.0029,0.009,0.019,0.037,0.0062,0.0038,0.0065,0,0,11,0,30,50,0,0,0,0,0,85,0,1520,132,0
7A06516             ,HRB400B    ,1654,0.00073,,0.00031,,0.002,73400,0.0023,0.0136,0.0003,0.00021,0.0037,0.471,0.0026,0.01,0.017,0.036,0.0058,0.0036,0.0043,0,0,11,0,32,25,0,0,0,0,0,68,0,1550,132,0
7A06515             ,HRB400B    ,1689,0.00071,,0.00032,,0.002,73100,0.0024,0.0137,0.00028,0.0002,0.0038,0.485,0.0029,0.01,0.022,0.036,0.007,0.0044,0.0077,0,0,10,0,32,25,0,0,0,0,0,68,0,1570,132,0
7A06514             ,HRB400B    ,1803,0.00021,,0.00034,,0.002,69250,0.0023,0.0132,0.00034,0.00021,0.0038,0.464,0.002,0.008,0.016,0.037,0.0059,0.0037,0.006,0,0,11,0,33,50,0,0,0,0,0,100,0,1600,132,0
7A06513             ,HRB400B    ,1663,0.00094,,0.00033,,0.002,74700,0.0024,0.013,0.00031,0.0002,0.0037,0.471,0.0022,0.007,0.016,0.036,0.0054,0.0034,0.0046,0,0,11,0,32,0,0,0,0,0,0,51,0,1451,132,20
7A06512             ,HRB400B    ,1682,0.00094,,0.00029,,0.002,71850,0.0023,0.0132,0.00031,0.00024,0.0038,0.465,0.0026,0.01,0.016,0.035,0.0058,0.0036,0.0036,0,0,11,0,32,0,0,0,0,0,0,34,0,1526,132,20
7A06511             ,HRB400B    ,1715,0.00042,,0.00027,,0.002,73300,0.0023,0.0135,0.00028,0.00027,0.0039,0.469,0.0024,0.007,0.017,0.036,0.0053,0.0033,0.0021,0,0,33,0,0,75,0,0,0,0,0,85,0,1611,132,0
7A06510             ,HRB400B    ,1651,0.00079,,0.00031,,0.002,73950,0.0023,0.0135,0.00029,0.00021,0.0038,0.468,0.0024,0.006,0.017,0.033,0.0057,0.0036,0.002,0,0,32,0,0,0,25,0,0,0,0,51,0,1568,132,0
7A06509             ,HRB400B    ,1680,0.0009,,0.00025,,0.002,74300,0.0022,0.0136,0.00027,0.0003,0.004,0.461,0.0028,0.009,0.018,0.033,0.0053,0.0033,0.001,0,0,32,0,0,0,0,0,0,0,0,51,0,1569,132,20
7A06508             ,HRB500B    ,1653,0.00062,,0.00026,,0.002,74400,0.0021,0.0143,0.00036,0.00019,0.0046,0.473,0.0025,0.005,0.017,0.086,0.0075,0.0047,0.0033,0,0,80,0,0,0,50,0,0,0,150,102,0,1564,0,0
7A06507             ,HRB400B    ,1652,0.00055,,0.00039,,0.002,74200,0.0024,0.0139,0.00033,0.00031,0.0042,0.484,0.0024,0.006,0.014,0.032,0.0062,0.0039,0.0007,0,0,31,0,0,0,50,0,0,0,0,85,0,1518,132,0
7A06506             ,HRB400B    ,1671,0.00067,,0.00026,,0.002,72850,0.0023,0.0134,0.00031,0.00029,0.0043,0.467,0.0026,0.005,0.017,0.034,0.0057,0.0035,0.0019,0,0,31,0,0,0,50,0,0,0,0,68,0,1567,132,0
7A06505             ,HRB400B    ,1673,0.00067,,0.00022,,0.002,75050,0.0023,0.0134,0.0003,0.00025,0.0038,0.467,0.0026,0.005,0.019,0.035,0.0051,0.0032,0.0016,0,0,30,0,0,0,50,0,0,0,0,68,0,1445,132,0
7A06504             ,HRB400B    ,1684,0.00074,,0.00027,,0.001,71000,0.0022,0.0133,0.00031,0.00027,0.0037,0.456,0.0025,0.007,0.021,0.037,0.0078,0.0049,0.0026,0,0,11,0,34,0,50,0,0,0,0,68,0,1512,132,0
7A06503             ,HRB400B    ,1659,0.00063,,0.00032,,0.002,71400,0.0023,0.0135,0.00033,0.00036,0.004,0.472,0.0033,0.009,0.02,0.037,0.006,0.0038,0.0045,0,0,12,0,34,0,50,0,0,0,0,68,0,1625,132,0
7A06502             ,HRB400B    ,1676,0.0011,,0.00023,,0.002,78800,0.0023,0.0134,0.00031,0.00027,0.0038,0.468,0.0025,0.007,0.019,0.036,0.0053,0.0033,0.0019,47,0,0,0,0,0,25,0,0,0,0,34,0,1560,132,0
7A06501             ,HRB400B    ,1647,0.00073,,0.00031,,0.002,77850,0.0023,0.0133,0.00031,0.00023,0.0038,0.466,0.0026,0.008,0.018,0.035,0.0056,0.0035,0.0022,48,0,0,0,0,0,50,0,0,0,0,68,0,1570,132,0
7A06500             ,HRB400B    ,1683,0.0007,,0.00022,,0.002,120050,0.0024,0.0139,0.00028,0.00029,0.0041,0.487,0.0028,0.007,0.019,0.036,0.0054,0.0034,0.0031,46,0,0,0,0,0,50,0,0,0,0,68,0,1549,132,0
7A06499             ,HRB400B    ,1647,0.00108,,0.00028,,0.002,73450,0.0023,0.0128,0.00032,0.00025,0.0033,0.458,0.0027,0.008,0.02,0.035,0.0057,0.0035,0.0029,6,0,0,0,40,0,0,0,0,0,0,34,0,1431,88,20
7A06498             ,HRB500B    ,1641,0.00045,,0.00038,,0.002,67850,0.0022,0.014,0.00037,0.00027,0.0049,0.478,0.0025,0.005,0.017,0.086,0.0064,0.004,0.004,0,0,79,0,0,0,50,0,0,0,180,102,0,1549,0,0
7A06497             ,HRB500B    ,1671,0.00043,,0.0003,,0.001,71700,0.0023,0.0147,0.00034,0.0003,0.0053,0.501,0.003,0.007,0.021,0.085,0.0073,0.0046,0.0041,0,0,78,0,0,0,75,0,0,0,120,119,0,1550,0,0
7A06496             ,HRB500D    ,1662,0.00068,,0.00025,,0.003,72200,0.0022,0.0143,0.00029,0.00022,0.0046,0.482,0.0022,0.005,0.02,0.081,0.0053,0.0033,0.0033,0,0,77,0,0,0,50,0,0,0,120,102,0,1550,0,0
7A06495             ,HRB500D    ,1651,0.00057,,0.00036,,0.003,73200,0.0023,0.014,0.00036,0.00026,0.0045,0.488,0.0026,0.006,0.022,0.081,0.0053,0.0033,0.0047,0,0,77,0,0,0,75,0,0,0,120,119,0,1550,0,0
7A06494             ,HRB500D    ,1645,0.00049,,0.00034,,0.002,71800,0.0023,0.0141,0.00036,0.00024,0.0047,0.49,0.0029,0.006,0.024,0.081,0.01,0.0066,0.005,0,0,76,0,0,0,50,0,0,0,120,110,0,1550,0,0
7A06493             ,HRB500D    ,1682,0.00072,,0.00027,,0.003,71100,0.0022,0.0145,0.0003,0.00026,0.0047,0.487,0.0028,0.007,0.021,0.086,0.0057,0.0035,0.0055,0,0,79,0,0,0,50,0,0,0,120,100,0,1550,0,0
7A06492             ,HRB500D    ,1682,0.00059,,0.00035,,0.003,70100,0.0022,0.014,0.00033,0.00032,0.0043,0.476,0.0033,0.005,0.019,0.069,0.0058,0.0036,0.0049,0,0,67,0,0,0,50,0,0,0,120,102,0,1600,0,0
7A06491             ,HRB500D    ,1663,0.0005,,0.00035,,0.003,74600,0.0022,0.0143,0.00033,0.00025,0.0044,0.481,0.0028,0.009,0.024,0.071,0.0057,0.0035,0.0064,0,0,66,0,0,0,75,0,0,0,120,112,0,1550,0,0
7A06490             ,HRB500D    ,0,0.0006,,0.0003,,0.003,71900,0.0022,0.0143,0.0003,0.00025,0.0044,0.478,0.002,0.003,0.014,0.073,0.0055,0.0034,0.0016,0,0,69,0,0,0,50,0,0,0,120,105,0,1550,0,0
7A06489             ,HRB500D    ,1689,0.00065,,0.0004,,0.003,72150,0.0022,0.0142,0.00041,0.0003,0.0044,0.48,0.0026,0.007,0.013,0.085,0.006,0.0038,0.0029,0,0,78,0,0,0,50,0,0,0,140,102,0,1530,0,0
7A06488             ,HRB500B    ,1704,0.00074,,0.00031,,0.002,73650,0.0022,0.0146,0.0003,0.00034,0.0049,0.486,0.0024,0.004,0.011,0.085,0.0063,0.0039,0.0025,0,0,77,0,0,0,50,0,0,0,180,95,0,1520,0,0
7A06487             ,HRB500B    ,1678,0.00069,,0.0003,,0.003,71100,0.0022,0.0147,0.00029,0.0003,0.0048,0.489,0.0026,0.005,0.017,0.085,0.0064,0.004,0.0036,0,0,79,0,0,0,50,0,0,0,160,102,0,1570,0,0
7A06486             ,HRB500B    ,1679,0.00046,,0.00025,,0.003,71650,0.0023,0.015,0.00028,0.00029,0.0051,0.504,0.0024,0.004,0.015,0.085,0.0055,0.0034,0.0029,0,0,77,0,0,0,75,0,0,0,190,115,0,1590,0,0
7A06485             ,HRB500B    ,1662,0.00084,,0.00032,,0.003,69350,0.0022,0.015,0.00031,0.0003,0.0052,0.494,0.0024,0.005,0.016,0.083,0.0059,0.0037,0.0025,0,0,81,0,0,0,75,0,0,0,180,119,0,1710,0,0
7A06484             ,HRB500B    ,1800,0.00031,,0.00033,,0.003,73650,0.0021,0.0143,0.00033,0.00028,0.0049,0.472,0.0021,0.006,0.014,0.084,0.0066,0.0041,0.0037,0,0,81,0,0,0,75,0,0,0,180,119,0,1710,0,0
7A06483             ,HRB500B    ,1689,0.001,,0.00024,,0.003,74900,0.0023,0.0149,0.00023,0.00026,0.0053,0.503,0.0024,0.004,0.015,0.085,0.0057,0.0036,0.0025,0,0,81,0,0,0,25,0,0,0,200,90,0,1600,0,0
7A06482             ,HRB500B    ,1666,0.00073,,0.00031,,0.003,71700,0.0022,0.0143,0.0003,0.00024,0.0052,0.482,0.0026,0.005,0.019,0.083,0.0066,0.0041,0.0016,0,0,81,0,0,0,50,0,0,0,190,85,0,1600,0,0
7A06481             ,HRB500B    ,0,0.00075,,0.00023,,0.001,74600,0.0022,0.0146,0.00027,0.00023,0.0051,0.487,0.0025,0.004,0.017,0.085,0.0076,0.0047,0.0023,0,0,82,0,0,0,50,0,0,0,200,85,0,1660,0,0
7A06480             ,HRB500B    ,1640,0.00067,,0.00033,,0.002,73700,0.0021,0.014,0.00033,0.00019,0.0051,0.466,0.0023,0.004,0.016,0.082,0.0054,0.0034,0.0017,0,0,77,0,0,0,50,0,0,0,200,102,0,1540,0,0
7A06479             ,HRB500D    ,1649,0.00068,,0.0003,,0.002,71350,0.0022,0.0143,0.00034,0.00026,0.0049,0.481,0.0024,0.004,0.015,0.082,0.0069,0.0043,0.0026,0,0,75,0,0,0,50,0,0,0,150,85,0,1520,0,0
7A06478             ,HRB500D    ,1649,0.00074,,0.00033,,0.002,70950,0.0023,0.0149,0.00034,0.0003,0.0047,0.502,0.0026,0.003,0.017,0.084,0.0385,0.033,0.0032,0,0,75,0,0,0,50,0,0,0,150,85,0,1540,0,0
7A06477             ,HRB500D    ,1707,0.00076,,0.0003,,0.002,70500,0.0021,0.0145,0.00024,0.00023,0.0049,0.475,0.0022,0.003,0.016,0.085,0.0057,0.0035,0.0037,0,0,75,0,0,0,50,0,0,0,150,85,0,1520,0,0
7A06476             ,HRB500D    ,1674,0.00074,,0.00029,,0.002,69050,0.0022,0.0147,0.00028,0.00027,0.0049,0.49,0.0027,0.005,0.018,0.085,0.0076,0.0047,0.0036,0,0,75,0,0,0,50,0,0,0,160,85,0,1540,0,0
7A06475             ,HRB500D    ,0,0.00075,,0.00025,,0.002,70050,0.0021,0.0141,0.00026,0.0002,0.0046,0.468,0.0022,0.003,0.017,0.081,0.0049,0.003,0.0028,0,0,77,0,0,0,25,0,0,0,160,102,0,1610,0,0
7A06474             ,HRB500D    ,0,0.00101,,0.00025,,0.002,73400,0.0021,0.0145,0.0003,0.00022,0.0052,0.475,0.0024,0.004,0.017,0.083,0.0074,0.0046,0.0029,0,0,77,0,0,0,25,0,0,0,200,68,0,1550,0,0
7A06473             ,HRB500D    ,1659,0.00081,,0.00027,,0.002,71050,0.0021,0.0146,0.00029,0.00024,0.0055,0.477,0.0026,0.003,0.016,0.083,0.0055,0.0034,0.0035,0,0,78,0,0,0,25,0,0,0,0,85,0,1560,0,0
7A06472             ,HRB500D    ,1662,0.00094,,0.00027,,0.002,72700,0.0021,0.0147,0.00028,0.00025,0.0052,0.479,0.0028,0.006,0.018,0.08,0.4393,0.3366,0.0043,0,0,77,0,0,0,25,0,0,0,200,85,0,1560,0,0
7A06471             ,HRB500D    ,1678,0.00071,,0.00031,,0.001,70550,0.0021,0.0144,0.00031,0.00022,0.005,0.474,0.0025,0.007,0.017,0.083,0.006,0.0037,0.0044,0,0,77,0,0,0,50,0,0,0,200,102,0,1610,0,0
7A06470             ,HRB500D    ,1645,0.00071,,0.00029,,0.002,72650,0.0021,0.0146,0.0003,0.00022,0.0052,0.477,0.0026,0.004,0.018,0.08,0.0062,0.0039,0.0038,0,0,77,0,0,0,50,0,0,0,0,102,0,1660,0,0
7A06469             ,HRB500D    ,1643,0.00067,,0.00029,,0.003,73950,0.0021,0.014,0.00033,0.00023,0.0049,0.467,0.0024,0.004,0.016,0.081,0.0049,0.0031,0.0026,0,0,77,0,0,0,50,0,0,0,0,102,0,1600,0,0
7A06468             ,HRB500B    ,1666,0.00072,,0.0003,,0.002,73000,0.0021,0.014,0.00029,0.00021,0.0051,0.468,0.0026,0.004,0.021,0.084,0.0048,0.003,0.0031,0,0,80,0,0,0,25,0,0,0,0,102,0,1620,0,0
